"text";"label"
"Я принимал пью противовоспалительное";"прием_лекарств"
"Принимал нейролептики";"прием_лекарств"
"Случайно ел кабачковую икру";"нарушение_диеты"
"Ел гречку с маслом";"нарушение_диеты"
"Ел гречку с маслом утром";"нарушение_диеты"
"Ой, я выпил какао, это плохо?";"нарушение_диеты"
"Ел рис с рыбой перед анализом";"нарушение_диеты"
"Выпил гранатовый сок перед анализом";"нарушение_диеты"
"Пью омега-3 утром";"прием_лекарств"
"Ой, я съел орешки, это плохо?";"нарушение_диеты"
"Выпил энергетик утром";"нарушение_диеты"
"Съел вафлю с шоколадом (я пациент)";"нарушение_диеты"
"Пью канефрон перед анализом";"прием_лекарств"
"Ел мюсли с молоком натощак";"нарушение_диеты"
"Пил зелёный чай с сахаром";"нарушение_диеты"
"Выпил таблетку от бессонницы утром";"прием_лекарств"
"Извините, я съел бургер";"нарушение_диеты"
"Ой, я выпил какао, это плохо?";"нарушение_диеты"
"Можно ли, если я пью карнитин?";"прием_лекарств"
"Выпил анальгин перед анализом";"прием_лекарств"
"Съел чизкейк перед анализом";"нарушение_диеты"
"Доктор, я выпил таблетку от бессонницы, это не повлияет?";"прием_лекарств"
"Я принимал пью слабительное";"прием_лекарств"
"Пил томатный сок утром";"нарушение_диеты"
"Пил компот из вишни утром";"нарушение_диеты"
"Ой, я съел печенье, это плохо?";"нарушение_диеты"
"Случайно выпил пью омега-3";"прием_лекарств"
"Доктор, я выпил кальций д3, это не повлияет?";"прием_лекарств"
"Принимаю выпил но-шпу постоянно";"прием_лекарств"
"Выпил кальций Д3";"прием_лекарств"
"Извините, я ел мюсли с молоком";"нарушение_диеты"
"Случайно пил ягодный смузи";"нарушение_диеты"
"Я пил фрэш";"нарушение_диеты"
"Доктор, я пью спирулину, это не повлияет?";"прием_лекарств"
"Выпил успокоительное на ночь";"прием_лекарств"
"Принимаю принимал циклоферон постоянно";"прием_лекарств"
"Доктор, я выпил но-шпу, это не повлияет?";"прием_лекарств"
"Принимаю выпил дротаверин постоянно";"прием_лекарств"
"Принимал аспирин кардио, это нормально?";"прием_лекарств"
"Принимал антибиотики вчера накануне";"прием_лекарств"
"Принимал колдрекс, это нормально?";"прием_лекарств"
"Случайно выпил выпил свечи с папаверином";"прием_лекарств"
"Можно ли, если я пью омега-3?";"прием_лекарств"
"Ел фрукты, думая что можно за час до сдачи";"нарушение_диеты"
"Я принимал принимаю бады с железом";"прием_лекарств"
"Я пил кефир";"нарушение_диеты"
"Выпил аспирин накануне, это нормально?";"прием_лекарств"
"Случайно выпил выпил каптоприл";"прием_лекарств"
"Я принимал пью карнитин";"прием_лекарств"
"Выпил отхаркивающее утром";"прием_лекарств"
"Ел омлет";"нарушение_диеты"
"Извините, я принимал антибиотики вчера";"прием_лекарств"
"Принимаю принимал аспирин кардио постоянно";"прием_лекарств"
"Выпил стакан апельсинового сока, это нормально?";"нарушение_диеты"
"Пью противодиабетические средства, это нормально?";"прием_лекарств"
"Извините, я пью препараты железа";"прием_лекарств"
"Доктор, я выпил отхаркивающее, это не повлияет?";"прием_лекарств"
"Ел хлопья с молоком за час до сдачи";"нарушение_диеты"
"Пил ягодный смузи, это нормально?";"нарушение_диеты"
"Пил компот из вишни за час до сдачи";"нарушение_диеты"
"Выпил лоратадин, это нормально?";"прием_лекарств"
"Выпил таблетку от бессонницы накануне";"прием_лекарств"
"Можно ли, если я пил лимонад?";"нарушение_диеты"
"Я принимал пью антиретровирусные";"прием_лекарств"
"Съел йогурт, это нормально?";"нарушение_диеты"
"Выпил тантум верде утром";"прием_лекарств"
"Можно ли, если я пил чай с молоком и сахаром?";"нарушение_диеты"
"Пью препараты железа, это нормально?";"прием_лекарств"
"Ел кускус утром";"нарушение_диеты"
"Съел яблоко за час до анализа (я пациент)";"нарушение_диеты"
"Я нарушил диету: выпил кефир";"нарушение_диеты"
"Извините, я пил лимонад";"нарушение_диеты"
"Я ел бутерброд с колбасой";"нарушение_диеты"
"Я л кофе без сахара, но всё равно";"нарушение_диеты"
"Случайно выпил выпил цинк";"прием_лекарств"
"Ой, я съел бутерброд, это плохо?";"нарушение_диеты"
"Я принимал пью противовоспалительное";"прием_лекарств"
"Пил тёплое молоко утром";"нарушение_диеты"
"Я л кофе без сахара, но всё равно";"нарушение_диеты"
"Выпил мочегонное средство вчера вечером";"прием_лекарств"
"Случайно пил молоко перед анализом";"нарушение_диеты"
"Съел банан за час до сдачи";"нарушение_диеты"
"Принимал бифидобактерии перед анализом";"прием_лекарств"
"Выпил таблетку от давления утром накануне";"прием_лекарств"
"Принимал пикамилон накануне";"прием_лекарств"
"Пью сердечный препарат вчера вечером";"прием_лекарств"
"Можно ли, если я пил лимонад?";"нарушение_диеты"
"Выпил газировку с красителями за час до сдачи";"нарушение_диеты"
"Пил компот, это нормально?";"нарушение_диеты"
"Принимал противогрибковое, это нормально?";"прием_лекарств"
"Выпил таблетку от мигрени утром";"прием_лекарств"
"Пил компот из вишни перед анализом";"нарушение_диеты"
"Я нарушил диету: выпил стакан апельсинового сока";"нарушение_диеты"
"Я ел плюшку";"нарушение_диеты"
"Принимаю пью иммуномодуляторы постоянно";"прием_лекарств"
"Выпил ренни";"прием_лекарств"
"Ел манную кашу (я пациент)";"нарушение_диеты"
"Пью препараты железа утром";"прием_лекарств"
"Выпил феназепам перед анализом";"прием_лекарств"
"Я нарушил диету: выпил латте";"нарушение_диеты"
"Я нарушил диету: ел овсяную кашу с сахаром";"нарушение_диеты"
"Принимаю принимал альмагель вчера постоянно";"прием_лекарств"
"Можно ли, если я принимал бифидобактерии?";"прием_лекарств"
"Перекусил печеньем за час до сдачи";"нарушение_диеты"
"Пил латте с сиропом, это нормально?";"нарушение_диеты"
"Ел пиццу накануне, это нормально?";"нарушение_диеты"
"Принимаю выпил кальций д3 постоянно";"прием_лекарств"
"Извините, я принимал диклофенак для суставов";"прием_лекарств"
"Случайно съел суши";"нарушение_диеты"
"Я принимал принимал омепразол утром";"прием_лекарств"
"Выпил стакан апельсинового сока за час до сдачи";"нарушение_диеты"
"Выпил сок из пакета (я пациент)";"нарушение_диеты"
"Случайно выпил пью тироксин";"прием_лекарств"
"Я л зелёный чай с сахаром";"нарушение_диеты"
"Случайно пил ромашковый чай с сахаром";"нарушение_диеты"
"Принимаю пью мильгамму постоянно";"прием_лекарств"
"Случайно выпил пью канефрон";"прием_лекарств"
"Извините, я принимал омепразол утром";"прием_лекарств"
"Ел овсяную кашу с сахаром перед анализом";"нарушение_диеты"
"Можно ли, если я пил морс?";"нарушение_диеты"
"Извините, я ел омлет";"нарушение_диеты"
"Пил молочный коктейль утром";"нарушение_диеты"
"Пил тёплое молоко (я пациент)";"нарушение_диеты"
"Съел панкейк с мёдом перед анализом";"нарушение_диеты"
"Принимал миорелаксант перед анализом";"прием_лекарств"
"Пью сердечный препарат накануне";"прием_лекарств"
"Выпил таблетку от бессонницы";"прием_лекарств"
"Принимаю принимал антибиотик амоксициллин постоянно";"прием_лекарств"
"Пью антикоагулянт варфарин вчера вечером";"прием_лекарств"
"Извините, я пью адаптол";"прием_лекарств"
"Можно ли, если я ел мюсли с молоком?";"нарушение_диеты"
"Можно ли, если я выпил спазмалгон?";"прием_лекарств"
"Я нарушил диету: съел печенье";"нарушение_диеты"
"Можно ли, если я выпил таблетку от давления утром?";"прием_лекарств"
"Съел блин со сгущёнкой натощак";"нарушение_диеты"
"Пью тироксин накануне";"прием_лекарств"
"Я нарушил диету: ел кускус";"нарушение_диеты"
"Случайно выпил фрэш";"нарушение_диеты"
"Выпил латте натощак";"нарушение_диеты"
"Выпил газировку с красителями утром";"нарушение_диеты"
"Извините, я пью иммуномодуляторы";"прием_лекарств"
"Ой, я употребил алкоголь накануне, это плохо?";"нарушение_диеты"
"Ой, я пил каркаде, это плохо?";"нарушение_диеты"
"Можно ли, если я принимал фуросемид?";"прием_лекарств"
"Я нарушил диету: съел пирожок";"нарушение_диеты"
"Употребил алкоголь накануне, это нормально?";"нарушение_диеты"
"Можно ли, если я принимал нейролептики?";"прием_лекарств"
"Пью антидепрессант сертралин вчера вечером";"прием_лекарств"
"Пью тироксин накануне";"прием_лекарств"
"Пил ромашковый чай с сахаром перед анализом";"нарушение_диеты"
"Ел рис с рыбой за час до сдачи";"нарушение_диеты"
"Пил ромашковый чай с сахаром за час до сдачи";"нарушение_диеты"
"Я принимал выпил таблетку от мигрени";"прием_лекарств"
"Съел бургер, это нормально?";"нарушение_диеты"
"Можно ли, если я принимал альмагель вчера?";"прием_лекарств"
"Я нарушил диету: пил молоко перед анализом";"нарушение_диеты"
"Я принимал выпил таблетку от аллергии";"прием_лекарств"
"Я л молочный коктейль";"нарушение_диеты"
"Извините, я пью мильгамму";"прием_лекарств"
"Извините, я выпил энтеросгель";"прием_лекарств"
"Принимаю пью иммуномодуляторы постоянно";"прием_лекарств"
"Пью иммуномодуляторы накануне";"прием_лекарств"
"Принимал кардиомагнил накануне";"прием_лекарств"
"Пью статины постоянно накануне";"прием_лекарств"
"Доктор, я принимал диклофенак для суставов, это не повлияет?";"прием_лекарств"
"Ой, я ел жареную картошку, это плохо?";"нарушение_диеты"
"Случайно выпил принимал аспирин кардио";"прием_лекарств"
"Пью тироксин перед анализом";"прием_лекарств"
"Выпил смузи, это нормально?";"нарушение_диеты"
"Съел коржик утром";"нарушение_диеты"
"Пил тёплое молоко";"нарушение_диеты"
"Ел гречку с маслом за час до сдачи";"нарушение_диеты"
"Ой, я съел вафлю с шоколадом, это плохо?";"нарушение_диеты"
"Пью оральные контрацептивы утром";"прием_лекарств"
"Ел жареную картошку, это нормально?";"нарушение_диеты"
"Съел коржик утром";"нарушение_диеты"
"Ой, я съел вафлю с шоколадом, это плохо?";"нарушение_диеты"
"Доктор, я пью антиаритмические, это не повлияет?";"прием_лекарств"
"Можно ли, если я ел мюсли с молоком?";"нарушение_диеты"
"Принимал диклофенак для суставов, это нормально?";"прием_лекарств"
"Доктор, я выпил таблетку от давления утром, это не повлияет?";"прием_лекарств"
"Выпил ряженку (я пациент)";"нарушение_диеты"
"Принимал циклоферон, это нормально?";"прием_лекарств"
"Я пил колу";"нарушение_диеты"
"Съел бургер за час до сдачи";"нарушение_диеты"
"Можно ли, если я пью противодиабетические средства?";"прием_лекарств"
"Принимаю пью гипотензивные постоянно";"прием_лекарств"
"Можно ли, если я пил лимонад?";"нарушение_диеты"
"Выпил феназепам, это нормально?";"прием_лекарств"
"Ой, я пил чай с молоком и сахаром, это плохо?";"нарушение_диеты"
"Ой, я съел бутерброд с колбасой, это плохо?";"нарушение_диеты"
"Съел печенье за час до сдачи";"нарушение_диеты"
"Выпил кефир";"нарушение_диеты"
"Извините, я выпил энергетик без сахара";"нарушение_диеты"
"Я нарушил диету: ел драники";"нарушение_диеты"
"Ел салат оливье на ночь, это нормально?";"нарушение_диеты"
"Случайно съел суши";"нарушение_диеты"
"Можно ли, если я пил молочный коктейль?";"нарушение_диеты"
"Съел печенье";"нарушение_диеты"
"Принимал антигистаминные вчера вчера вечером";"прием_лекарств"
"Ел омлет натощак";"нарушение_диеты"
"Выпил газировку с красителями";"нарушение_диеты"
"Доктор, я принимал уролесан, это не повлияет?";"прием_лекарств"
"Принимаю принимал преднизолон постоянно";"прием_лекарств"
"Выпил коэнзим Q10 вчера вечером";"прием_лекарств"
"Я принимал выпил цинк";"прием_лекарств"
"Выпил энергетик (я пациент)";"нарушение_диеты"
"Извините, я пью антиретровирусные";"прием_лекарств"
"Съел бургер";"нарушение_диеты"
"Доктор, я выпил дротаверин, это не повлияет?";"прием_лекарств"
"Можно ли, если я принимал кардиомагнил?";"прием_лекарств"
"Я принимал принимал противогрибковое";"прием_лекарств"
"Выпил цинк вчера вечером";"прием_лекарств"
"Пью иммуномодуляторы";"прием_лекарств"
"Я пил стакан апельсинового сока";"нарушение_диеты"
"Я  драники";"нарушение_диеты"
"Принимал фуросемид перед анализом";"прием_лекарств"
"Ел манную кашу утром";"нарушение_диеты"
"Извините, я пил молочный коктейль";"нарушение_диеты"
"Пью антиаритмические накануне";"прием_лекарств"
"Извините, я выпил стакан апельсинового сока";"нарушение_диеты"
"Случайно выпил принимал сорбенты перед анализом";"прием_лекарств"
"Я нарушил диету: пил бабл чай";"нарушение_диеты"
"Случайно выпил принимал альмагель вчера";"прием_лекарств"
"Принимал антикоагулянты вчера вечером";"прием_лекарств"
"Ой, я съел коржик, это плохо?";"нарушение_диеты"
"Можно ли, если я съел чизкейк?";"нарушение_диеты"
"Принимал антигистаминные вчера вчера вечером";"прием_лекарств"
"Доктор, я выпил мексидол, это не повлияет?";"прием_лекарств"
"Выпил лекарство от кашля утром";"прием_лекарств"
"Выпил фрэш натощак";"нарушение_диеты"
"Пью тироксин";"прием_лекарств"
"Пил ягодный смузи за час до сдачи";"нарушение_диеты"
"Съел банан, это нормально?";"нарушение_диеты"
"Извините, я выпил энергетик без сахара";"нарушение_диеты"
"Принимаю принимал метформин постоянно";"прием_лекарств"
"Принимал диклофенак для суставов вчера вечером";"прием_лекарств"
"Я принимал пью иммуномодуляторы";"прием_лекарств"
"Пью антибиотик ципрофлоксацин утром";"прием_лекарств"
"Выпил газировку с красителями (я пациент)";"нарушение_диеты"
"Извините, я выпил мексидол";"прием_лекарств"
"Ой, я ел омлет, это плохо?";"нарушение_диеты"
"Я ел хлеб с маслом и сыром";"нарушение_диеты"
"Выпил спазмалгон накануне";"прием_лекарств"
"Пил компот из вишни утром";"нарушение_диеты"
"Выпил экстракт валерианы утром";"прием_лекарств"
"Пил горячий шоколад натощак";"нарушение_диеты"
"Выпил стакан апельсинового сока натощак";"нарушение_диеты"
"Я нарушил диету: пил горячий шоколад";"нарушение_диеты"
"Я принимал пью адаптол";"прием_лекарств"
"Принимаю принимал миорелаксант постоянно";"прием_лекарств"
"Я принимал пью тироксин";"прием_лекарств"
"Принимал диклофенак в ампулах накануне";"прием_лекарств"
"Выпил спазмалгон перед анализом";"прием_лекарств"
"Извините, я выпил американо";"нарушение_диеты"
"Доктор, я принимала витамины с железом, это не повлияет?";"прием_лекарств"
"Пил тёплое молоко, это нормально?";"нарушение_диеты"
"Доктор, я принимал диклофенак для суставов, это не повлияет?";"прием_лекарств"
"Извините, я выпил какао";"нарушение_диеты"
"Пью канефрон вчера вечером";"прием_лекарств"
"Ой, я ел блинчики с мясом, это плохо?";"нарушение_диеты"
"Доктор, я пью контрацептивы, это не повлияет?";"прием_лекарств"
"Пью антидепрессант сертралин накануне";"прием_лекарств"
"Ел хлопья с молоком";"нарушение_диеты"
"Пью таблетки от простатита, это нормально?";"прием_лекарств"
"Случайно ел фрукты, думая что можно";"нарушение_диеты"
"Извините, я выпил супрастин";"прием_лекарств"
"Ел хлопья с молоком, это нормально?";"нарушение_диеты"
"Доктор, я пью препараты железа, это не повлияет?";"прием_лекарств"
"Извините, я выпил супрастин";"прием_лекарств"
"Пил парацетамол от температуры перед анализом";"прием_лекарств"
"Пью тироксин вчера вечером";"прием_лекарств"
"Ел рис с рыбой, это нормально?";"нарушение_диеты"
"Употребил алкоголь накануне за час до сдачи";"нарушение_диеты"
"Выпил смузи (я пациент)";"нарушение_диеты"
"Принимал верошпирон утром";"прием_лекарств"
"Съел сырник утром";"нарушение_диеты"
"Принимал элевит накануне";"прием_лекарств"
"Пил ягодный смузи (я пациент)";"нарушение_диеты"
"Пил молоко перед анализом перед анализом";"нарушение_диеты"
"Ел манную кашу перед анализом";"нарушение_диеты"
"Пью гормональные таблетки, это нормально?";"прием_лекарств"
"Случайно выпил принимал антигистаминные вчера";"прием_лекарств"
"Пил каркаде, это нормально?";"нарушение_диеты"
"Выпил ряженку за час до сдачи";"нарушение_диеты"
"Выпил спазмалгон";"прием_лекарств"
"Ой, я пил травяной чай с мёдом, это плохо?";"нарушение_диеты"
"Можно ли, если я пил бабл чай?";"нарушение_диеты"
"Можно ли, если я ел кускус?";"нарушение_диеты"
"Можно ли, если я ел суп-пюре?";"нарушение_диеты"
"Пил молочный коктейль, это нормально?";"нарушение_диеты"
"Ел фрукты, думая что можно, это нормально?";"нарушение_диеты"
"Извините, я пью сердечный препарат";"прием_лекарств"
"Съел печенье, это нормально?";"нарушение_диеты"
"Съел орешки утром";"нарушение_диеты"
"Я пил фрэш";"нарушение_диеты"
"Доктор, я пью антиаритмические, это не повлияет?";"прием_лекарств"
"Ел салат из свеклы за час до сдачи";"нарушение_диеты"
"Случайно выпил принимал антигистаминные вчера";"прием_лекарств"
"Случайно съел яблоко за час до анализа";"нарушение_диеты"
"Извините, я ел пасту на ужин";"нарушение_диеты"
"Извините, я пью сердечный препарат";"прием_лекарств"
"Пил сок прямого отжима";"нарушение_диеты"
"Извините, я принимал уролесан";"прием_лекарств"
"Пью статины постоянно накануне";"прием_лекарств"
"Случайно ел шоколадку натощак";"нарушение_диеты"
"Ел кабачковую икру перед анализом";"нарушение_диеты"
"Случайно пил клюквенный морс";"нарушение_диеты"
"Выпил ряженку перед анализом";"нарушение_диеты"
"Пил компот за час до сдачи";"нарушение_диеты"
"Я нарушил диету: пил матча латте";"нарушение_диеты"
"Пью омега-3 утром";"прием_лекарств"
"Выпил дротаверин, это нормально?";"прием_лекарств"
"Принимала витамины с железом перед анализом";"прием_лекарств"
"Пью антидепрессант сертралин утром";"прием_лекарств"
"Принимал кеторол накануне";"прием_лекарств"
"Извините, я выпил аспирин накануне";"прием_лекарств"
"Извините, я пил чай с молоком и сахаром";"нарушение_диеты"
"Ой, я пил молочный коктейль с печеньем, это плохо?";"нарушение_диеты"
"Принимал кардиомагнил";"прием_лекарств"
"Я принимал пью тироксин";"прием_лекарств"
"Можно ли, если я ел хлопья с молоком?";"нарушение_диеты"
"Съел блин со сгущёнкой, это нормально?";"нарушение_диеты"
"Съел творог перед анализом";"нарушение_диеты"
"Ел жареную картошку натощак";"нарушение_диеты"
"Пил сок прямого отжима перед анализом";"нарушение_диеты"
"Я л молочный коктейль";"нарушение_диеты"
"Пил клюквенный морс утром";"нарушение_диеты"
"Выпил коэнзим Q10";"прием_лекарств"
"Ел суп на завтрак утром";"нарушение_диеты"
"Выпил гранатовый сок (я пациент)";"нарушение_диеты"
"Выпил таблетку от мигрени вчера вечером";"прием_лекарств"
"Можно ли, если я пил каркаде?";"нарушение_диеты"
"Принимал кеторол перед анализом";"прием_лекарств"
"Я принимал пью оральные контрацептивы";"прием_лекарств"
"Доктор, я выпил таблетку от мигрени, это не повлияет?";"прием_лекарств"
"Доктор, я пью сердечный препарат, это не повлияет?";"прием_лекарств"
"Выпил смузи натощак";"нарушение_диеты"
"Пью спирулину, это нормально?";"прием_лекарств"
"Пил кофе с молоком натощак";"нарушение_диеты"
"Извините, я ел салат оливье на ночь";"нарушение_диеты"
"Случайно выпил пил парацетамол от температуры";"прием_лекарств"
"Пью антиаритмические, это нормально?";"прием_лекарств"
"Я принимал пью препараты от эпилепсии";"прием_лекарств"
"Случайно выпил принимала витамины с железом";"прием_лекарств"
"Случайно выпил пью сердечный препарат";"прием_лекарств"
"Случайно съел суши";"нарушение_диеты"
"Ой, я съел блин со сгущёнкой, это плохо?";"нарушение_диеты"
"Пил молочный коктейль";"нарушение_диеты"
"Доктор, я выпил кальций д3, это не повлияет?";"прием_лекарств"
"Принимаю пью препараты железа постоянно";"прием_лекарств"
"Съел панкейк с мёдом натощак";"нарушение_диеты"
"Пил компот натощак";"нарушение_диеты"
"Случайно выпил спрайт";"нарушение_диеты"
"Пью иммуномодуляторы перед анализом";"прием_лекарств"
"Принимал нейролептики";"прием_лекарств"
"Можно ли, если я пью антибиотик ципрофлоксацин?";"прием_лекарств"
"Ел омлет";"нарушение_диеты"
"Ел кабачковую икру (я пациент)";"нарушение_диеты"
"Я принимал пью антидепрессанты ежедневно";"прием_лекарств"
"Я л молочный коктейль";"нарушение_диеты"
"Случайно выпил принимал альмагель вчера";"прием_лекарств"
"Съел коржик, это нормально?";"нарушение_диеты"
"Выпил отхаркивающее утром";"прием_лекарств"
"Ой, я выпил американо, это плохо?";"нарушение_диеты"
"Извините, я выпил лоперамид";"прием_лекарств"
"Пил парацетамол от температуры, это нормально?";"прием_лекарств"
"Пью иммуномодуляторы, это нормально?";"прием_лекарств"
"Извините, я пью лекарства для щитовидной железы";"прием_лекарств"
"Я принимал принимал аспирин кардио";"прием_лекарств"
"Пью слабительное перед анализом";"прием_лекарств"
"Выпил анальгин вчера вечером";"прием_лекарств"
"Принимал пикамилон";"прием_лекарств"
"Съел йогурт натощак";"нарушение_диеты"
"Выпил супрастин перед анализом";"прием_лекарств"
"Принимал кардиомагнил перед анализом";"прием_лекарств"
"Съел блин со сгущёнкой утром";"нарушение_диеты"
"Случайно съел сушку с маком";"нарушение_диеты"
"Случайно пил ягодный смузи";"нарушение_диеты"
"Пил антацид от изжоги";"прием_лекарств"
"Принимал кардиомагнил";"прием_лекарств"
"Ой, я съел пирожок, это плохо?";"нарушение_диеты"
"Ел хлопья с молоком (я пациент)";"нарушение_диеты"
"Съел яблоко за час до анализа (я пациент)";"нарушение_диеты"
"Я нарушил диету: позавтракал кашей";"нарушение_диеты"
"Я нарушил диету: пил тёплое молоко";"нарушение_диеты"
"Случайно съел бутерброд";"нарушение_диеты"
"Ел салат из свеклы (я пациент)";"нарушение_диеты"
"Случайно выпил выпил кальций д3";"прием_лекарств"
"Принимал обезболивающее на ночь, это нормально?";"прием_лекарств"
"Выпил лоратадин утром";"прием_лекарств"
"Доктор, я пью контрацептивы, это не повлияет?";"прием_лекарств"
"Ой, я пил кофе с молоком, это плохо?";"нарушение_диеты"
"Можно ли, если я принимал антигистаминные вчера?";"прием_лекарств"
"Я л газировку";"нарушение_диеты"
"Плотно поужинал поздно ночью перед анализом";"нарушение_диеты"
"Извините, я выпил газировку с красителями";"нарушение_диеты"
"Выпил коэнзим Q10 накануне";"прием_лекарств"
"Я  фрукты, думая что можно";"нарушение_диеты"
"Случайно ел кабачковую икру";"нарушение_диеты"
"Принимал аспирин кардио утром";"прием_лекарств"
"Доктор, я выпил спазмоветрин, это не повлияет?";"прием_лекарств"
"Извините, я принимал антикоагулянты";"прием_лекарств"
"Плотно поужинал поздно ночью за час до сдачи";"нарушение_диеты"
"Съел бургер за час до сдачи";"нарушение_диеты"
"Случайно выпил принимал метформин";"прием_лекарств"
"Извините, я принимал аспирин кардио";"прием_лекарств"
"Принимал омез";"прием_лекарств"
"Можно ли, если я ел кабачковую икру?";"нарушение_диеты"
"Выпил стакан апельсинового сока натощак";"нарушение_диеты"
"Я принимал пью противовоспалительное";"прием_лекарств"
"Случайно съел хлеб с маслом и сыром";"нарушение_диеты"
"Случайно выпил выпил таблетку от тошноты";"прием_лекарств"
"Я  блинчики с мясом";"нарушение_диеты"
"Пью витамин D ежедневно перед анализом";"прием_лекарств"
"Случайно выпил принимал глюкозамин";"прием_лекарств"
"Я принимал пью гипотензивные";"прием_лекарств"
"Пил имбирный чай с сахаром (я пациент)";"нарушение_диеты"
"Съел хлеб с маслом и сыром";"нарушение_диеты"
"Ел омлет утром";"нарушение_диеты"
"Случайно ел суп-пюре";"нарушение_диеты"
"Ел суп на завтрак утром";"нарушение_диеты"
"Принимал миорелаксант перед анализом";"прием_лекарств"
"Выпил отхаркивающее накануне";"прием_лекарств"
"Выпил спрайт";"нарушение_диеты"
"Я принимал пью спирулину";"прием_лекарств"
"Съел банан перед анализом";"нарушение_диеты"
"Извините, я пил тёплое молоко";"нарушение_диеты"
"Я принимал принимал элевит";"прием_лекарств"
"Случайно выпил выпил аспирин накануне";"прием_лекарств"
"Можно ли, если я съел бургер?";"нарушение_диеты"
"Пил кофе с молоком перед анализом";"нарушение_диеты"
"Ой, я съел суши, это плохо?";"нарушение_диеты"
"Я нарушил диету: съел коржик";"нарушение_диеты"
"Доктор, я пью слабительное, это не повлияет?";"прием_лекарств"
"Принимал преднизолон вчера вечером";"прием_лекарств"
"Доктор, я принимал омепразол утром, это не повлияет?";"прием_лекарств"
"Выпил энергетик натощак";"нарушение_диеты"
"Выпил коэнзим Q10 утром";"прием_лекарств"
"Случайно выпил какао с зефиром";"нарушение_диеты"
"Можно ли, если я пью клоназепам?";"прием_лекарств"
"Я принимал пью антидепрессанты ежедневно";"прием_лекарств"
"Пью карнитин накануне";"прием_лекарств"
"Выпил какао с зефиром";"нарушение_диеты"
"Можно ли, если я выпил жаропонижающее утром?";"прием_лекарств"
"Доктор, я выпил лоперамид, это не повлияет?";"прием_лекарств"
"Я пил тоник";"нарушение_диеты"
"Принимаю выпил супрадин постоянно";"прием_лекарств"
"Я пил газировку с красителями";"нарушение_диеты"
"Выпил какао с зефиром натощак";"нарушение_диеты"
"Я  творожную запеканку";"нарушение_диеты"
"Принимаю пью антиретровирусные постоянно";"прием_лекарств"
"Случайно пил тёплое молоко";"нарушение_диеты"
"Принимал кеторол";"прием_лекарств"
"Пью противовоспалительное накануне";"прием_лекарств"
"Выпил тантум верде, это нормально?";"прием_лекарств"
"Можно ли, если я пью тетрациклиновую мазь?";"прием_лекарств"
"Выпил энтеросгель, это нормально?";"прием_лекарств"
"Пил латте с сиропом (я пациент)";"нарушение_диеты"
"Извините, я принимал миорелаксант";"прием_лекарств"
"Можно ли, если я пил каркаде?";"нарушение_диеты"
"Ел чипсы (я пациент)";"нарушение_диеты"
"Выпил ряженку утром";"нарушение_диеты"
"Доктор, я пью противоэпилептические, это не повлияет?";"прием_лекарств"
"Принимаю принимал метформин постоянно";"прием_лекарств"
"Ел фрукты, думая что можно (я пациент)";"нарушение_диеты"
"Выпил сокосодержащий напиток, это нормально?";"нарушение_диеты"
"Съел йогурт (я пациент)";"нарушение_диеты"
"Доктор, я пью карнитин, это не повлияет?";"прием_лекарств"
"Принимал циклоферон вчера вечером";"прием_лекарств"
"Ел суп-пюре (я пациент)";"нарушение_диеты"
"Я нарушил диету: съел хлеб с маслом и сыром";"нарушение_диеты"
"Выпил спазмоветрин утром";"прием_лекарств"
"Перекусил печеньем утром";"нарушение_диеты"
"Я  омлет";"нарушение_диеты"
"Извините, я выпил анальгин";"прием_лекарств"
"Извините, я выпил смузи";"нарушение_диеты"
"Можно ли, если я принимал преднизолон?";"прием_лекарств"
"Доктор, я пью контрацептивы, это не повлияет?";"прием_лекарств"
"Я нарушил диету: съел бургер";"нарушение_диеты"
"Пью канефрон, это нормально?";"прием_лекарств"
"Съел чизкейк утром";"нарушение_диеты"
"Случайно пил каркаде";"нарушение_диеты"
"Случайно ел хлопья с молоком";"нарушение_диеты"
"Доктор, я выпил цинк, это не повлияет?";"прием_лекарств"
"Употребил алкоголь накануне перед анализом";"нарушение_диеты"
"Можно ли, если я ел кускус?";"нарушение_диеты"
"Можно ли, если я принимал диклофенак для суставов?";"прием_лекарств"
